25.4407, 160.8004, 19.7980, 170.0185
25.4407, 160.8004, 40.1250, 145.3989
25.4407, 160.8004, 45.5915, 143.1332
25.4407, 160.8004, 20.1394, 204.4383
25.4407, 160.8004, 15.4652, 215.6780
54.4641, 85.1577, 85.2319, 42.0498
54.4641, 85.1577, 45.5915, 143.1332
54.4641, 85.1577, 74.4006, 87.6006
446.4569, 173.9137, 442.5607, 198.7344
446.4569, 173.9137, 457.9590, 151.9564
110.2598, 358.1882, 100.2696, 407.8607
110.2598, 358.1882, 99.8237, 362.0126
110.2598, 358.1882, 53.8673, 354.4311
53.8673, 354.4311, 110.2598, 358.1882
53.8673, 354.4311, 99.8237, 362.0126
53.8673, 354.4311, 57.4481, 394.4523
53.8673, 354.4311, 45.4138, 380.8327
74.4006, 87.6006, 54.4641, 85.1577
74.4006, 87.6006, 85.2319, 42.0498
325.1164, 23.1469, 295.3551, 17.6569
325.1164, 23.1469, 339.4273, 75.7762
325.1164, 23.1469, 349.7206, 49.7990
325.1164, 23.1469, 310.3314, 10.0746
125.3007, 258.1865, 151.0639, 243.8711
125.3007, 258.1865, 99.8427, 207.5923
7.4895, 465.4800, 32.3825, 465.9179
283.0249, 417.6116, 291.3808, 406.4725
283.0249, 417.6116, 301.0753, 429.7479
283.0249, 417.6116, 255.5172, 389.8611
74.8609, 203.9426, 34.3210, 221.1167
74.8609, 203.9426, 20.1394, 204.4383
74.8609, 203.9426, 99.8427, 207.5923
349.7206, 49.7990, 388.7456, 9.8779
349.7206, 49.7990, 325.1164, 23.1469
349.7206, 49.7990, 339.4273, 75.7762
349.7206, 49.7990, 310.3314, 10.0746
349.7206, 49.7990, 378.2342, 83.7961
221.5610, 79.1122, 251.2475, 107.0032
221.5610, 79.1122, 197.8347, 44.4871
221.5610, 79.1122, 273.4424, 67.6729
255.5172, 389.8611, 275.9834, 389.9806
255.5172, 389.8611, 291.3808, 406.4725
255.5172, 389.8611, 283.0249, 417.6116
45.4138, 380.8327, 53.8673, 354.4311
45.4138, 380.8327, 99.8237, 362.0126
45.4138, 380.8327, 57.4481, 394.4523
99.8427, 207.5923, 74.8609, 203.9426
99.8427, 207.5923, 125.3007, 258.1865
149.1355, 17.8775, 174.5590, 20.5143
149.1355, 17.8775, 151.6391, 12.0903
149.1355, 17.8775, 197.8347, 44.4871
15.4652, 215.6780, 25.4407, 160.8004
15.4652, 215.6780, 19.7980, 170.0185
15.4652, 215.6780, 34.3210, 221.1167
15.4652, 215.6780, 20.1394, 204.4383
15.4652, 215.6780, 1.9899, 243.8035
422.4837, 285.1487, 409.5610, 291.5624
422.4837, 285.1487, 405.8325, 248.3040
310.3314, 10.0746, 295.3551, 17.6569
310.3314, 10.0746, 325.1164, 23.1469
310.3314, 10.0746, 349.7206, 49.7990
378.2342, 83.7961, 416.3659, 119.6541
378.2342, 83.7961, 339.4273, 75.7762
378.2342, 83.7961, 349.7206, 49.7990
378.2342, 83.7961, 413.8373, 71.9484
378.2342, 83.7961, 363.7647, 138.9330
388.7456, 9.8779, 349.7206, 49.7990
251.2475, 107.0032, 273.4424, 67.6729
251.2475, 107.0032, 239.4667, 139.3718
251.2475, 107.0032, 221.5610, 79.1122
99.8237, 362.0126, 57.4481, 394.4523
99.8237, 362.0126, 100.2696, 407.8607
99.8237, 362.0126, 110.2598, 358.1882
99.8237, 362.0126, 53.8673, 354.4311
99.8237, 362.0126, 45.4138, 380.8327
85.2319, 42.0498, 54.4641, 85.1577
85.2319, 42.0498, 74.4006, 87.6006
1.9899, 243.8035, 23.6357, 298.1127
1.9899, 243.8035, 20.1394, 204.4383
1.9899, 243.8035, 34.3210, 221.1167
1.9899, 243.8035, 15.4652, 215.6780
409.5610, 291.5624, 405.8325, 248.3040
409.5610, 291.5624, 394.1024, 342.0549
409.5610, 291.5624, 422.4837, 285.1487
363.7647, 138.9330, 416.3659, 119.6541
363.7647, 138.9330, 378.2342, 83.7961
462.5582, 340.1381, 443.4772, 363.3025
273.4424, 67.6729, 251.2475, 107.0032
273.4424, 67.6729, 295.3551, 17.6569
273.4424, 67.6729, 221.5610, 79.1122
